"admin4","admin4_name","hdx_pcode"
"47555007","CIÉNEGUETA","COL-47555007"
"47555008","CERRO GRANDE","COL-47555008"
"47555011","SAN JOSÉ DEL PURGATORIO","COL-47555011"
"47555015","DISCIPLINA","COL-47555015"
"47555017","SAN ANTONIO DEL RÍO","COL-47555017"
"47555018","BUENA VISTA","COL-47555018"
"47555020","LOS POZOS","COL-47555020"
"47555021","EL BAJO","COL-47555021"
"47570000","PUEBLOVIEJO","COL-47570000"
"47570001","BOCAS DE ARACATACA","COL-47570001"
"47570002","ISLA DEL ROSARIO","COL-47570002"
"47570003","PALMIRA","COL-47570003"
"47570004","TASAJERA","COL-47570004"
"47570005","TIERRA NUEVA","COL-47570005"
"47570007","EL TRIUNFO","COL-47570007"
"47570008","ISLA DE CATAQUITA","COL-47570008"
"47570009","NUEVA FRONTERA","COL-47570009"
"47570010","SAN JUAN DE PALOS PRIETOS (LA MONTAÑA)","COL-47570010"
"47605000","REMOLINO","COL-47605000"
"47605002","CORRAL VIEJO","COL-47605002"
"47605003","EL DIVIDIVI","COL-47605003"
"47605004","SAN RAFAEL DE BUENAVISTA","COL-47605004"
"47605005","SANTA RITA","COL-47605005"
"47605006","EL SALAO","COL-47605006"
"47605007","MARTINETE","COL-47605007"
"47605008","LAS CASITAS","COL-47605008"
"47660000","SAN ÁNGEL","COL-47660000"
"47660002","CASA DE TABLA","COL-47660002"
"47660003","CESPEDES","COL-47660003"
"47660005","FLORES DE MARÍA","COL-47660005"
"47660007","LA HORQUETA","COL-47660007"
"47660009","LAS MULAS (SAN ROQUE)","COL-47660009"
"47660011","PUEBLITO DE LOS BARRIOS","COL-47660011"
"47660013","ESTACION VILLA","COL-47660013"
"47660014","MONTERRUBIO","COL-47660014"
"47660015","PARAPETO","COL-47660015"
"47675000","SALAMINA","COL-47675000"
"47675001","GUÁIMARO","COL-47675001"
"47675005","EL SALAO","COL-47675005"
"47675006","LA LOMA","COL-47675006"
"47692000","SAN SEBASTIÁN DE BUENAVISTA","COL-47692000"
"47692001","BUENAVISTA","COL-47692001"
"47692002","EL COCO","COL-47692002"
"47692003","LA PACHA","COL-47692003"
"47692004","LAS MARGARITAS","COL-47692004"
"47692005","LOS GALVIS","COL-47692005"
"47692006","MAROA ANTONIA","COL-47692006"
"47692007","SAN RAFAEL","COL-47692007"
"47692008","SANTA ROSA","COL-47692008"
"47692009","TRONCOSITO","COL-47692009"
"47692010","TRONCOSO","COL-47692010"
"47692011","VENERO","COL-47692011"
"47692013","EL SEIS","COL-47692013"
"47692014","SABANAS DE PERALEJO","COL-47692014"
"47692017","JAIME","COL-47692017"
"47692018","SAN VALENTON","COL-47692018"
"47692019","PUEBLO NUEVO","COL-47692019"
"47703000","SAN ZENÓN","COL-47703000"
"47703001","ANGOSTURA","COL-47703001"
"47703002","BERMEJAL","COL-47703002"
"47703003","EL PALOMAR","COL-47703003"
"47703004","JANEIRO","COL-47703004"
"47703005","LA MONTAÑA","COL-47703005"
"47703006","PEÑONCITO","COL-47703006"
"47703007","SANTA TERESA","COL-47703007"
"47703008","GUINEA","COL-47703008"
"47703009","EL HORNO","COL-47703009"
"47703010","PUERTO ARTURO","COL-47703010"
"47703012","SAN JOSE DE CHIMILA","COL-47703012"
"47703013","LA UNION","COL-47703013"
"47707000","SANTA ANA","COL-47707000"
"47707001","BARRO BLANCO","COL-47707001"
"47707006","SAN FERNANDO","COL-47707006"
"47707009","JARABA","COL-47707009"
"47707011","SANTA ROSA","COL-47707011"
"47720000","SANTA BÁRBARA DE PINTO","COL-47720000"
"47720001","CUNDINAMARCA","COL-47720001"
"47720002","SAN PEDRO","COL-47720002"
"47720003","VELADERO","COL-47720003"
"47745000","SITIONUEVO","COL-47745000"
"47745001","BUENAVISTA","COL-47745001"
"47745002","NUEVA VENECIA","COL-47745002"
"47745003","PALERMO","COL-47745003"
"47745006","SAN ANTONIO","COL-47745006"
"47798000","TENERIFE","COL-47798000"
"47798004","REAL DEL OBISPO","COL-47798004"
"47798005","SAN LUIS","COL-47798005"
"47798007","EL JUNCAL","COL-47798007"
"47798008","SANTA INÉS","COL-47798008"
"47798010","EL CONSUELO","COL-47798010"
"47960000","PUNTA DE PIEDRAS","COL-47960000"
"47960001","CAÑO DE AGUAS","COL-47960001"
"47960002","CAPUCHO","COL-47960002"
"47960003","PIEDRAS DE MOLER","COL-47960003"
"47960004","PIEDRAS PINTADAS","COL-47960004"
"47960005","LOS CERRITOS","COL-47960005"
"47980000","PRADO - SEVILLA","COL-47980000"
"47980001","GUACAMAYAL","COL-47980001"
"47980002","GUAMACHITO","COL-47980002"
"47980003","LA GRAN VÍA","COL-47980003"
"47980004","ORIHUECA","COL-47980004"
"47980005","PALOMAR","COL-47980005"
"47980006","RIOFRÍO","COL-47980006"
"47980007","SANTA ROSALIA","COL-47980007"
"47980008","SEVILLA","COL-47980008"
"47980009","SOPLADOR","COL-47980009"
"47980010","TUCURINCA","COL-47980010"
"47980011","VARELA","COL-47980011"
"47980012","ZAWADY","COL-47980012"
"47980013","ESTACIÓN SEVILLA","COL-47980013"
"47980014","LA CANDELARIA","COL-47980014"
"47980015","SAN JOSÉ DE KENNEDY (CAMPO KENNEDY)","COL-47980015"
"47980016","CAÑO MOCHO","COL-47980016"
"47980017","EL MAMON","COL-47980017"
"50001000","VILLAVICENCIO","COL-50001000"
"50001001","CONCEPCIÓN","COL-50001001"
"50001002","RINCON DE POMPEYA","COL-50001002"
"50001003","SANTA ROSA DE RÍO NEGRO","COL-50001003"
"50001004","BUENAVISTA","COL-50001004"
"50001005","COCUY","COL-50001005"
"50001007","SERVITA","COL-50001007"
"50001013","PIPIRAL","COL-50001013"
"50001014","SAN LUIS DE OCOA","COL-50001014"
"50001015","ALTO POMPEYA","COL-50001015"
"50001016","CECILIA","COL-50001016"
"50001017","LA NOHORA","COL-50001017"
"50001019","APIAY","COL-50001019"
"50001020","BARCELONA","COL-50001020"
"50001021","ARGENTINA","COL-50001021"
"50001022","BALMORAL","COL-50001022"
"50001023","BELLA SUIZA","COL-50001023"
"50001024","CONDOMINIO DE LOS ODONTOLOGOS","COL-50001024"
"50001025","CONDOMINIO SANTA BARBARA","COL-50001025"
"50001026","LLANERITA","COL-50001026"
"50001027","NATURALIA","COL-50001027"
"50001028","PARCELAS DEL PROGRESO","COL-50001028"
"50001029","QUINTAS DE SAN FERNANDO","COL-50001029"
"50001030","QUINTAS DEL DIAMANTE","COL-50001030"
"50001031","SAN CARLOS","COL-50001031"
"50001032","SECTOR LOS ALGARROBOS-NARANJOS","COL-50001032"
"50001033","SECTOR VIGOA SEBASTOPOL","COL-50001033"
"50006000","ACACÍAS","COL-50006000"
"50006001","DINAMARCA","COL-50006001"
"50006003","SAN ISIDRO DE CHICHIMENE","COL-50006003"
"50110000","BARRANCA DE UPÍA","COL-50110000"
"50110001","SAN IGNACIO","COL-50110001"
"50110004","GUAICARAMO","COL-50110004"
"50110005","EL HIJOA","COL-50110005"
"50124000","CABUYARO","COL-50124000"
"50124002","GUAYABAL DE UPÍA","COL-50124002"
"50124003","VISO DE UPÍA","COL-50124003"
"50124004","LOS MANGOS","COL-50124004"
"50150000","CASTILLA LA NUEVA","COL-50150000"
"50150001","SAN LORENZO","COL-50150001"
"50150002","ARENALES","COL-50150002"
"50150003","EL TORO","COL-50150003"
"50223000","CUBARRAL","COL-50223000"
"50223003","PUERTO ARIARI","COL-50223003"
"50223004","PUERTO GOMEZ","COL-50223004"
"50226000","CUMARAL","COL-50226000"
"50226002","GUACAVÍA","COL-50226002"
"50226004","SAN NICOLÁS","COL-50226004"
"50226005","VERACRUZ","COL-50226005"
"50226007","CANEY MEDIO","COL-50226007"
"50226008","EL CAIBE","COL-50226008"
"50226009","MONTEBELLO","COL-50226009"
"50226010","PRESENTADO","COL-50226010"
"50226011","VARSOVIA","COL-50226011"
"50245000","EL CALVARIO","COL-50245000"
"50245001","MONTFORT","COL-50245001"
"50245002","SAN FRANCISCO","COL-50245002"
"50251000","EL CASTILLO","COL-50251000"
"50251001","MEDELLÍN DEL ARIARI","COL-50251001"
"50251003","MIRAVALLES","COL-50251003"
"50251004","PUERTO ESPERANZA","COL-50251004"
"50251006","LA ESMERALDA","COL-50251006"
"50251007","PUERTO UNION","COL-50251007"
"50270000","EL DORADO","COL-50270000"
"50270001","PUEBLO SÁNCHEZ","COL-50270001"
"50270002","SAN ISIDRO","COL-50270002"
"50287000","FUENTE DE ORO","COL-50287000"
"50287001","PUERTO ALJURE","COL-50287001"
"50287002","PUERTO LIMÓN","COL-50287002"
"50287003","PUERTO SANTANDER","COL-50287003"
"50287004","UNION DEL ARIARI","COL-50287004"
"50287005","LA COOPERATIVA","COL-50287005"
"50287006","CAÑO BLANCO","COL-50287006"
"50287007","PUERTO NUEVO","COL-50287007"
"50313000","GRANADA","COL-50313000"
"50313001","CANAGUARO","COL-50313001"
"50313002","DOS QUEBRADAS","COL-50313002"
"50313004","LA PLAYA","COL-50313004"
"50313005","PUERTO CALDAS","COL-50313005"
"50313006","AGUAS CLARAS","COL-50313006"
"50318000","GUAMAL","COL-50318000"
"50318001","HUMADEA","COL-50318001"
"50325000","MAPIRIPÁN","COL-50325000"
"50325001","PUERTO ALVIRA","COL-50325001"
"50325002","MIELÓN","COL-50325002"
"50325004","ANZUELO","COL-50325004"
"50325006","LA COOPERATIVA","COL-50325006"
"50325007","PUERTO SIARE","COL-50325007"
"50325008","SARDINATA","COL-50325008"
"50330000","MESETAS","COL-50330000"
"50330002","JARDÍN DE LAS PEÑAS","COL-50330002"
"50330003","BRISAS DEL DUDA","COL-50330003"
"50330004","MIRADOR","COL-50330004"
"50330005","ORIENTE","COL-50330005"
"50330007","LA ARGENTINA","COL-50330007"
"50330008","LA GUAJIRA","COL-50330008"
"50330009","PUERTO NARIÑO","COL-50330009"
"50330010","SAN ISIDRO","COL-50330010"
"50350000","LA MACARENA","COL-50350000"
"50350001","LA SOMBRA","COL-50350001"
"50350002","LOS POZOS","COL-50350002"
"50350003","SAN JUAN DEL LOSADA","COL-50350003"
"50350004","VILLA DEL RÍO","COL-50350004"
"50350005","BOCAS DEL PERDIDO","COL-50350005"
"50350006","CATALINA","COL-50350006"
"50350007","CRISTALINA","COL-50350007"
"50350008","EL RUBO","COL-50350008"
"50370000","URIBE","COL-50370000"
"50370001","LA JULIA","COL-50370001"
"50370002","EL DIVISO","COL-50370002"
"50370003","EL PLACER","COL-50370003"
"50400000","LEJANÍAS","COL-50400000"
"50400001","CACAYAL","COL-50400001"
"50400002","ANGOSTURAS DEL GUAPE","COL-50400002"
"50450000","PUERTO CONCORDIA","COL-50450000"
"50450001","PORORORIO","COL-50450001"
"50568000","PUERTO GAITÁN","COL-50568000"
"50568001","PLANAS","COL-50568001"
"50568002","SAN PEDRO DE ARIMENA","COL-50568002"
"50568004","SAN MIGUEL","COL-50568004"
"50568005","EL PORVENIR","COL-50568005"
"50568006","PUERTO TRUJILLO","COL-50568006"
"50568007","PUENTE ARIMENA","COL-50568007"
"50568008","ALTO TILLAVA","COL-50568008"
"50568010","LAS CRISTALINAS","COL-50568010"
"50573000","PUERTO LÓPEZ","COL-50573000"
"50573001","LA BALSA","COL-50573001"
"50573003","PACHAQUIARO","COL-50573003"
"50573004","ALTAMIRA","COL-50573004"
"50573006","PUERTO GUADALUPE","COL-50573006"
"50573007","PUERTO PORFÍA","COL-50573007"
"50573008","REMOLINO","COL-50573008"
"50573010","BOCAS DEL GUAYURIBA","COL-50573010"
"50573011","GUICHIRAL","COL-50573011"
"50573012","CHAVIVA","COL-50573012"
"50573013","EL TIGRE","COL-50573013"
"50573014","MELUA","COL-50573014"
"50577000","PUERTO LLERAS","COL-50577000"
"50577003","CASIBARE","COL-50577003"
"50577004","CAÑO RAYADO","COL-50577004"
"50577005","VILLA LAPAZ","COL-50577005"
"50577006","TIERRA GRATA","COL-50577006"
"50590000","PUERTO RICO","COL-50590000"
"50590002","PUERTO IRIS","COL-50590002"
"50590003","LA LINDOSA","COL-50590003"
"50590004","BARRANCO COLORADO","COL-50590004"
"50590005","PUERTO TOLEDO","COL-50590005"
"50590006","CHARCO DANTO","COL-50590006"
"50590007","LA TIGRA","COL-50590007"
"50590008","PUERTO CHISPAS","COL-50590008"
"50606000","RESTREPO","COL-50606000"
"50680000","SAN CARLOS DE GUAROA","COL-50680000"
"50680001","PAJURE","COL-50680001"
"50680002","SURIMENA","COL-50680002"
"50680003","LA PALMERA","COL-50680003"
"50680004","SAN JOSE DE LAS PALOMAS","COL-50680004"
"50683000","SAN JUAN DE ARAMA","COL-50683000"
"50683001","EL VERGEL","COL-50683001"
"50683005","MESA FERNÁNDEZ","COL-50683005"
"50683011","CERRITO","COL-50683011"
"50683012","MIRAFLOREZ","COL-50683012"
"50683013","PEÑAS BLANCAS","COL-50683013"
"50686000","SAN JUANITO","COL-50686000"
"50686001","SAN ROQUE","COL-50686001"
"50686002","LA CANDELARIA","COL-50686002"
"50689000","SAN MARTÍN","COL-50689000"
"50689001","EL MEREY","COL-50689001"
"50689003","REFORMA","COL-50689003"
"50689004","RINCON BOLOVAR","COL-50689004"
"50689005","BRISAS DEL MANACACOAS","COL-50689005"
"50711000","VISTAHERMOSA","COL-50711000"
"50711001","CAMPO ALEGRE","COL-50711001"
"50711002","PIÑALITO","COL-50711002"
"50711003","MARACAIBO","COL-50711003"
"50711004","CAÑO AMARILLO","COL-50711004"
"50711005","PUERTO LUCAS MARGEN IZQUIERDO","COL-50711005"
"50711006","PUERTO LUCAS MARGEN DERECHO","COL-50711006"
"50711007","PTO ESPERANZA MARGEN DERECHA","COL-50711007"
"50711008","PUERTO ESPERANZA MARGEN IZQUIERDO","COL-50711008"
"50711011","LA COOPERATIVA","COL-50711011"
"50711012","COSTA RICA","COL-50711012"
"50711014","PALESTINA","COL-50711014"
"50711016","SANTO DOMINGO","COL-50711016"
"50711018","ALBANIA","COL-50711018"
"50711019","BUENOS AIRES","COL-50711019"
"50711020","EL TRIUNFO","COL-50711020"
"50711021","LA REFORMA","COL-50711021"
"50711022","PALMERAS","COL-50711022"
"52001000","SAN JUAN DE PASTO","COL-52001000"
"52001001","CATAMBUCO","COL-52001001"
"52001003","EL ENCANO","COL-52001003"
"52001004","GENOY","COL-52001004"
"52001005","LA LAGUNA","COL-52001005"
"52001007","OBONUCO","COL-52001007"
"52001008","SANTA BARBARA","COL-52001008"
"52001009","JONGOVITO","COL-52001009"
"52001010","GUALMATÁN","COL-52001010"
"52001012","MAPACHICO - ATICANCE","COL-52001012"
"52001013","EL SOCORRO CIMARRÓN","COL-52001013"
"52001014","BAJO CASANARE","COL-52001014"
"52001016","MOTILON","COL-52001016"
"52001019","CEROTAL","COL-52001019"
"52001021","LA VICTORIA","COL-52001021"
"52001024","SAN JOSÉ","COL-52001024"
"52001025","EL PUERTO","COL-52001025"
"52001027","CABRERA","COL-52001027"
"52001029","DOLORES","COL-52001029"
"52001030","BUESAQUILLO","COL-52001030"
"52001031","BUESAQUILLO ALTO","COL-52001031"
"52001033","CUJACAL","COL-52001033"
"52001034","CUJACAL BAJO","COL-52001034"
"52001036","TESCUAL","COL-52001036"
"52001038","MAPACHICO","COL-52001038"
"52001039","ANGANOY","COL-52001039"
"52001042","DAZA-MORASURCO DAZA","COL-52001042"
"52001051","CUBIJAN BAJO","COL-52001051"
"52001052","SAN FERNANDO","COL-52001052"
"52001053","MOCONDINO","COL-52001053"
"52001055","CANCHALA","COL-52001055"
"52001056","LOS ANGELES","COL-52001056"
"52001058","EL ROSARIO","COL-52001058"
"52001059","JAMONDINO","COL-52001059"
"52001060","CASTILLO LOMA","COL-52001060"
"52001063","BOTANILLA","COL-52001063"
"52001064","CHARGUAYACO","COL-52001064"
"52001065","CRUZ DE AMARILLO","COL-52001065"
"52001066","EL CAMPANERO","COL-52001066"
"52001068","JURADO","COL-52001068"
"52001071","LA MERCED","COL-52001071"
"52001072","LAS ENCINAS","COL-52001072"
"52001073","MAPACHICO ALTO","COL-52001073"
"52001074","MAPACHICO SAN JOSÉ","COL-52001074"
"52001076","SAN FRANCISCO","COL-52001076"
"52001078","SAN JUAN DE ANGANOY","COL-52001078"
"52001079","SANTA LUCÍA","COL-52001079"
"52001080","VILLA MARÍA","COL-52001080"
"52001083","MAPACHICO BAJO","COL-52001083"
"52001086","GUALMATAN ALTO","COL-52001086"
"52001087","LA CALDERA","COL-52001087"
"52001088","SAN CAYETANO","COL-52001088"
"52001089","PUERRES","COL-52001089"
"52001090","CUJACAL CENTRO","COL-52001090"
"52001091","LA ALIANZA","COL-52001091"
"52001092","LAS IGLESIAS","COL-52001092"
"52001093","PENDEJINO REYES","COL-52001093"
"52001094","SAN ANTONIO DE ARANDA","COL-52001094"
"52019000","SAN JOSÉ","COL-52019000"
"52019002","GUARANGAL","COL-52019002"
"52019004","CAMPOBELLO","COL-52019004"
"52019006","TAMBO ALTO","COL-52019006"
"52019007","SOCORRO ASENTAMIENTO 2","COL-52019007"
"52019008","BUENA VISTA","COL-52019008"
"52019009","CARMELO ASENTAMIENTO 1","COL-52019009"
"52019010","CARMELO ASENTAMIENTO 2","COL-52019010"
"52019011","CEBADERO ASENTAMIENTO 1","COL-52019011"
"52019012","CEBADERO ASENTAMIENTO 2","COL-52019012"
"52019013","FATIMA","COL-52019013"
"52019014","SAN BOSCO ASENTAMIENTO 1","COL-52019014"
"52019015","SAN BOSCO ASENTAMIENTO 3","COL-52019015"
"52019016","TAMBO BAJO","COL-52019016"
"52019017","VIÑA","COL-52019017"
"52022000","ALDANA","COL-52022000"
"52022003","SAN LUIS","COL-52022003"
"52036000","ANCUYÁ","COL-52036000"
"52036001","EL INGENIO","COL-52036001"
"52036002","CRUZ DE MAYO","COL-52036002"
"52036003","LA LOMA","COL-52036003"
"52036004","YANANCHA","COL-52036004"
"52036005","MACAS CRUZ","COL-52036005"
"52036007","LLANO","COL-52036007"
"52036009","COCHA BLANCA","COL-52036009"
"52036010","SAN LUIS","COL-52036010"
"52036012","LIMONAR","COL-52036012"
"52036013","INDO","COL-52036013"
"52036014","LA QUINUA","COL-52036014"
"52036015","EL PEDREGAL","COL-52036015"
"52036016","LA AGUADA","COL-52036016"
"52051000","BERRUECOS","COL-52051000"
"52051001","ROSAFLORIDA (CARDENAS)","COL-52051001"
"52051003","GOMEZ","COL-52051003"
"52051005","EL EMPATE","COL-52051005"
"52051006","LA COCHA","COL-52051006"
"52051007","ROSA FLORIDA SUR - SECTOR LA CAPILLA","COL-52051007"
"52051009","LA CAÑADA","COL-52051009"
"52051011","MARTON","COL-52051011"
"52051012","ROSAFLORIDA NORTE","COL-52051012"
"52051014","SANTA TERESA","COL-52051014"
"52079000","BARBACOAS","COL-52079000"
"52079001","ALTAQUER","COL-52079001"
"52079002","BUENAVISTA","COL-52079002"
"52079003","CHALCHAL","COL-52079003"
"52079004","CHAPIRA","COL-52079004"
"52079005","DIAGUILLO","COL-52079005"
"52079006","JUNÍN","COL-52079006"
"52079007","JUSTO ORTOZ","COL-52079007"
"52079008","LAS CRUCES","COL-52079008"
"52079009","LOS BRAZOS","COL-52079009"
"52079010","LUIS AVELINO PEREZ","COL-52079010"
"52079011","MONGÓN","COL-52079011"
"52079012","OLAYA HERRERA","COL-52079012"
"52079013","PAMBANA","COL-52079013"
"52079014","SUCRE GUINULTE","COL-52079014"
"52079015","TELPO","COL-52079015"
"52079016","CHALALBO","COL-52079016"
"52079017","GUAGAYPO","COL-52079017"
"52079018","SAN MIGUEL NAMBÍ","COL-52079018"
"52079019","SOLEDAD","COL-52079019"
"52079020","TERAIMBE","COL-52079020"
"52079021","YACULA","COL-52079021"
"52079022","SAN JUAN PALACIO","COL-52079022"
"52079023","ÑAMBÍ","COL-52079023"
"52079024","CARGAZOL","COL-52079024"
"52079025","CASCAJERO","COL-52079025"
"52079026","EL DIVISO","COL-52079026"
"52079027","LA PLAYA","COL-52079027"
"52079028","PAUNDE","COL-52079028"
"52079029","SALÍ","COL-52079029"
"52079030","YALARE","COL-52079030"
"52079031","ALBO","COL-52079031"
"52079032","PIMBO","COL-52079032"
"52079033","COSCORRON TELEMBO","COL-52079033"
"52079034","CARCUEL","COL-52079034"
"52083000","BELÉN","COL-52083000"
"52083001","SANTA ROSA","COL-52083001"
"52110000","BUESACO","COL-52110000"
"52110001","PALASINOY","COL-52110001"
"52110002","ROSAL DEL MONTE","COL-52110002"
"52110003","SAN ANTONIO","COL-52110003"
"52110004","SAN IGNACIO","COL-52110004"
"52110005","SANTAFÉ","COL-52110005"
"52110006","SANTAMARÍA","COL-52110006"
"52110007","VILLAMORENO","COL-52110007"
"52110008","VERACRUZ","COL-52110008"
"52110009","ALTACLARA","COL-52110009"
"52110011","JUANAMEL","COL-52110011"
"52110013","PARAPETOS","COL-52110013"
"52110014","ORTEGA","COL-52110014"
"52110015","ALTO HIGUERONES","COL-52110015"
"52110016","BERMEJAL","COL-52110016"
"52110017","BRUSELAS","COL-52110017"
"52110018","EL RETIRO","COL-52110018"
"52110019","EL SALADO","COL-52110019"
"52110020","GRANADILLO DE CHAVEZ","COL-52110020"
"52110021","GRANADILLO DE LUNAS","COL-52110021"
"52110022","JUANAMBU","COL-52110022"
"52110023","LA INMACULADA","COL-52110023"
"52110024","LA PALMA","COL-52110024"
"52110025","MENESES DE HURTADO","COL-52110025"
"52110026","NARANJAL","COL-52110026"
"52110027","SAN BOSCO","COL-52110027"
"52110028","SAN JOSE DE COAPITAS","COL-52110028"
"52110029","SAN MIGUEL EL SOCORRO","COL-52110029"
"52110030","SAN MIGUEL SANTAFE","COL-52110030"
"52110031","SUMAPAZ","COL-52110031"
"52203000","GÉNOVA","COL-52203000"
"52203001","GUAITARILLA","COL-52203001"
"52203002","LA PLATA","COL-52203002"
"52203004","VILLANUEVA","COL-52203004"
"52203005","EL MACAL","COL-52203005"
"52203006","SAN CARLOS","COL-52203006"
"52203007","EL BORDO","COL-52203007"
"52207000","CONSACÁ","COL-52207000"
"52207001","ALFONSO LOPEZ","COL-52207001"
"52207003","OLAYA HERRERA","COL-52207003"
"52207004","ALTO BOMBONÁ","COL-52207004"
"52207005","SAN MIGUEL DE CARIACO","COL-52207005"
"52207006","CAJABAMBA","COL-52207006"
"52207007","VERACRUZ","COL-52207007"
"52207009","PALTAPAMBA","COL-52207009"
"52207010","EL GUABO","COL-52207010"
"52207011","CAMPAMENTO","COL-52207011"
"52207013","EL HATILLO","COL-52207013"
"52207014","ALTO TINAJILLA","COL-52207014"
"52207015","CARIACO BAJO","COL-52207015"
"52207016","CHURUPAMBA","COL-52207016"
"52207017","EL TEJAR","COL-52207017"
"52207018","SAN ANTONIO","COL-52207018"
"52207019","SAN RAFAEL","COL-52207019"
"52207020","SAN SEBASTIAN","COL-52207020"
"52207021","SANTA INES","COL-52207021"
"52207022","VILLA INES","COL-52207022"
"52210000","CONTADERO","COL-52210000"
"52210001","ALDEA DE MAROA","COL-52210001"
"52210002","LA JOSEFINA","COL-52210002"
"52210003","OSPINA PEREZ","COL-52210003"
"52210004","SANTO DOMINGO","COL-52210004"
"52215000","CÓRDOBA","COL-52215000"
